"longitude","latitude","navn","kommune","fylke","kategori","lenke_faktaark","forvaltningsstatus","nodhavnnummer"
"8.549995766301462","58.306667442704907","Morvikkilen","Grimstad","Agder","3","https://kystinfofiler.kystverket.no/beredskap/Nodhavn/Sorost/Morvikkilen.pdf","Vedtatt","1090401"
"8.936666962956645","58.521000381047713","Breivigen","Arendal","Agder","3","https://kystinfofiler.kystverket.no/beredskap/Nodhavn/Sorost/Breivigen.pdf","Vedtatt","1090601"
"9.163612946096674","58.664437761833902","Kværnkilen","Risør","Agder","3","https://kystinfofiler.kystverket.no/beredskap/Nodhavn/Sorost/Kvaernkilen.pdf","Vedtatt","1090101"
"6.635669197777839","58.236166503459842","Vardnes","Flekkefjord","Agder","2","https://kystinfofiler.kystverket.no/beredskap/Nodhavn/Sorost/Vardnes.pdf","Vedtatt","1100401"
"8.068999686099376","58.111667494066602","Dvergsøy","Kristiansand","Agder","1","https://kystinfofiler.kystverket.no/beredskap/Nodhavn/Sorost/Dvergsoey.pdf","Vedtatt","1100101"
"9.402500005602416","58.813333300087727","Stølefjorden","Kragerø","Telemark","3","https://kystinfofiler.kystverket.no/beredskap/Nodhavn/Sorost/Stoelefjorden.pdf","Vedtatt","1081503"
"9.228377935382335","58.72775257484632","Krana","Risør","Agder","3","https://kystinfofiler.kystverket.no/beredskap/Nodhavn/Sorost/Krana.pdf","Vedtatt","1090103"
"8.804333859365748","58.433333387297914","Rævesand/Merdøflaket","Arendal","Agder","2","https://kystinfofiler.kystverket.no/beredskap/Nodhavn/Sorost/Revesand-Merdoeflaket.pdf","Vedtatt","1090606"
"7.816667119655004","58.058333196335283","Høllefjorden","Kristiansand","Agder","3","https://kystinfofiler.kystverket.no/beredskap/Nodhavn/Sorost/Hoellefjorden.pdf","Vedtatt","1101802"
"6.653333462442738","58.295000003735751","Flekkefjord havn/Eschebrygga","Flekkefjord","Agder","3","https://kystinfofiler.kystverket.no/beredskap/Nodhavn/Sorost/Flekkefjord havn, Eschebrygga.pdf","Vedtatt","1100403"
"6.655002696374592","58.234998916098135","Risholmflaket","Flekkefjord","Agder","2","https://kystinfofiler.kystverket.no/beredskap/Nodhavn/Sorost/Risholmflaket.pdf","Vedtatt","1100404"
"6.655000162093193","58.281666703732519","Flekkefjordsfjorden/Gangstøbukta","Flekkefjord","Agder","3","https://kystinfofiler.kystverket.no/beredskap/Nodhavn/Sorost/Flekkefjords-fjorden, Gangstoebukta, Simek vestkai.pdf","Vedtatt","1100405"
