"navn","kommune","fylke","kategori","iua","lenke_faktaark","longitude","latitude","uuid_original","nodhavnnummer","forvaltningsstatus"
"Frebergsvik","Holmestrand","Vestfold","1","Vestfold","https://kystinfofiler.kystverket.no/beredskap/Nodhavn/Sorost/Frebergsvik.pdf","10.381491634858202","59.451082060202005","1f84fa84-d666-43a5-9f2b-cb71c4836f24","1071601","Vedtatt"
"Sydvest av Nakkholmen","Oslo","Oslo","2","Indre Oslofjord","https://kystinfofiler.kystverket.no/beredskap/Nodhavn/Sorost/Sydvest av Nakkholmen.pdf","10.682666666689945","59.879833333331192","3db0d20a-b01b-437c-965d-a04e5f8ec2a6","1030102","Vedtatt"
"Lera nord","Fredrikstad","Østfold","3","Østfold","https://kystinfofiler.kystverket.no/beredskap/Nodhavn/Sorost/Lera nord.pdf","10.865000000024608","59.152833333331088","88cf938c-481c-46ca-80a0-1789e8bb5bd1","1010603","Vedtatt"
"Lera syd","Fredrikstad","Østfold","3","Østfold","https://kystinfofiler.kystverket.no/beredskap/Nodhavn/Sorost/Lera syd.pdf","10.852166666680038","59.143666666664444","23b00e1c-abc8-4fb0-9748-faa9da75ee03","1010604","Vedtatt"
"Abelnes","Flekkefjord","Agder","2","Vest-Agder","https://kystinfofiler.kystverket.no/beredskap/Nodhavn/Sorost/Abelnes.pdf","6.657000003674723","58.239166666945678","3b69a987-febd-4407-a65a-ed58ef171ad2","1100407","Vedtatt"
"Solbergsbukta","Drammen","Buskerud","1",,"https://kystinfofiler.kystverket.no/beredskap/Nodhavn/Sorost/Solbergbukta.pdf","10.412574741599764","59.579641559715036","e3fb4f8e-e3f4-4fc1-988d-9c5cad06b7cf","1071101","Vedtatt"
"Harstad havn","Harstad","Troms","2","Sør-Troms","https://kystinfofiler.kystverket.no/beredskap/Nodhavn/Troms/Harstad_Havnx.pdf","16.558333333340823","68.808333333335355","4ce59b84-f969-46cb-9b5a-58ac653898ed","28","Vedtatt"
"Alvestadholman","Harstad","Troms","2","Sør-Troms","https://kystinfofiler.kystverket.no/beredskap/Nodhavn/Troms/Alvestadholmanx.pdf","16.2733333333397","68.951666666669851","57188d8c-95ff-462c-bf23-d43794ade394","30","Vedtatt"
"Vestertana","Tana","Finnmark","2","Øst-Finnmark","https://kystinfofiler.kystverket.no/beredskap/Nodhavn/Finnmark/Vestertanax.pdf","27.972525743122343","70.516803218037211","586ec0bc-2bdd-4d53-8499-24b965a0b8ba","0","Vedtatt"
"Risavika","Sola","Rogaland","1","Sør-Rogaland","https://kystinfofiler.kystverket.no/beredskap/Nodhavn/Vest/Placeofrefuge111.pdf","5.580070250963129","58.925385638364482","2d385d41-8bcb-442d-988e-556f65d6c266","111","Vedtatt"
"Eigersund havn","Eigersund","Rogaland","2","Sør-Rogaland","https://kystinfofiler.kystverket.no/beredskap/Nodhavn/Vest/Placeofrefuge112.pdf","5.98288931157358","58.437857705348456","1aa0a364-89b6-4d29-8b34-0adbf052e607","112","Vedtatt"
"Askrova","Kinn","Vestland","2","Sogn og Sunnfjord","https://kystinfofiler.kystverket.no/beredskap/Nodhavn/Vest/Placeofrefuge106.pdf","4.977983147578358","61.519989239998658","686c455e-fe5e-4116-97a1-df2c2002decf","106","Vedtatt"
"Mongstad","Alver","Vestland","1","Bergen","https://kystinfofiler.kystverket.no/beredskap/Nodhavn/Vest/Placeofrefuge107.pdf","5.050678966861695","60.812839480269226","ccd3f4b1-b0b2-4bac-a38a-972463ce3334","107","Vedtatt"
"Jøssingfjord","Sokndal","Rogaland","2","Sør-Rogaland","https://kystinfofiler.kystverket.no/beredskap/Nodhavn/Vest/Placeofrefuge151.pdf","6.343396789266661","58.320155248554087","cd382831-5baa-4a8c-83d6-5fc4f67aa12f","151","Vedtatt"
"Mekjarvik","Randaberg","Rogaland","1","Sør-Rogaland","https://kystinfofiler.kystverket.no/beredskap/Nodhavn/Vest/Placeofrefuge154.pdf","5.617154374355699","59.024602446914429","756e75b3-a4e5-4c60-ad27-01d677980922","154","Vedtatt"
"Nesnaflaket","Nesna","Nordland","2","Rana","https://kystinfofiler.kystverket.no/beredskap/Nodhavn/Nordland/Nesnaflaket.pdf","13.061227778608284","66.229027245209409","83e2f418-3916-461a-ada9-d92f1921caf7","-99","Vedtatt"
"Husøy","Karmøy","Rogaland","2","Haugesund","https://kystinfofiler.kystverket.no/beredskap/Nodhavn/Vest/Placeofrefuge165.pdf","5.311268021798272","59.329052389118289","7ac3f6bc-ee7a-4121-87ec-b973bf712e0e","165","Vedtatt"
"Berakvam","Suldal","Rogaland","2","Haugesund","https://kystinfofiler.kystverket.no/beredskap/Nodhavn/Vest/Placeofrefuge159.pdf","6.020728165103406","59.370515058839722","f04905c9-9af7-4032-b883-f13bb927f6dc","159","Vedtatt"
"Håvik","Karmøy","Rogaland","1","Haugesund","https://kystinfofiler.kystverket.no/beredskap/Nodhavn/Vest/Placeofrefuge164.pdf","5.325020178033868","59.314103000423664","7161ab0e-18fb-417f-9e82-f528c851e6bf","164","Vedtatt"
"Sila","Lurøy","Nordland","2","Rana","https://kystinfofiler.kystverket.no/beredskap/Nodhavn/Nordland/Sila.pdf","13.131089274690407","66.320310426589046","d9b9bcdd-6f66-409f-b3bc-7b78e1461cfc","-99","Vedtatt"
"Langevåg","Bømlo","Vestland","2","Haugesund","https://kystinfofiler.kystverket.no/beredskap/Nodhavn/Vest/Placeofrefuge168.pdf","5.243954954987648","59.613063312585162","3073c3ad-968e-4b1b-8280-38fc7ca48eb3","168","Vedtatt"
"Kvarøya","Lurøy","Nordland","3","Rana","https://kystinfofiler.kystverket.no/beredskap/Nodhavn/Nordland/Kvaroya SO.pdf","12.962077445204994","66.473034345321466","67f96540-ba5a-4d19-b057-19ca76baa44c","-99","Vedtatt"
"Aldersund","Lurøy","Nordland","2","Rana","https://kystinfofiler.kystverket.no/beredskap/Nodhavn/Nordland/Aldersundet.pdf","13.064404311072714","66.38204388864699","e22a9379-7cc8-42f8-b354-6268ea79eab5","-99","Vedtatt"
"Langvedøya","Lurøy","Nordland","2","Rana","https://kystinfofiler.kystverket.no/beredskap/Nodhavn/Nordland/Langvedoya.pdf","13.014237923903634","66.476587850954573","437d5cda-e127-4a7f-9683-1341ede4325e","-99","Vedtatt"
"Trænfjorden","Træna","Nordland","1","Rana","https://kystinfofiler.kystverket.no/beredskap/Nodhavn/Nordland/Traenfjorden.pdf","12.223678095385981","66.505001488602659","4c3da828-8132-4496-bbed-e4b00c91bd1b","-99","Vedtatt"
"Drammen Havn / Holmen","Drammen","Buskerud","2",,"https://kystinfofiler.kystverket.no/beredskap/Nodhavn/Sorost/Drammen havn-Holmen-Risgarden.pdf","10.234942127202421","59.733561738690106","de260c7d-055a-40f7-9794-ab068381a6b0","1060202","Vedtatt"
"Vealøsgrunnen","Asker","Akershus","1",,"https://kystinfofiler.kystverket.no/beredskap/Nodhavn/Sorost/Vealoesgrunnen.pdf","10.55189207522591","59.527179179907939","b1d50053-0ef2-45a3-9d3c-895442e23e97","1062801","Vedtatt"
"Syd av Storskjær","Asker","Akershus","1",,"https://kystinfofiler.kystverket.no/beredskap/Nodhavn/Sorost/Syd av Storskjaer (Nordre Storsand).pdf","10.607175914300809","59.654388210415348","066cb457-8015-4c0e-ad42-50ed8ecce1e7","1062802","Vedtatt"
"Engene","Asker","Akershus","3",,"https://kystinfofiler.kystverket.no/beredskap/Nodhavn/Sorost/Engene.pdf","10.542075911619516","59.687452453657464","1097fb71-ee83-4459-b463-43e0c2f015fe","1062701","Vedtatt"
"Haugsøytangen","Masfjorden","Vestland","2","Bergen","https://kystinfofiler.kystverket.no/beredskap/Nodhavn/Vest/Placeofrefuge191.pdf","5.157376153564532","60.80779455855707","c76d65f4-e02c-4592-8ff7-f6d8d1e2aab2","191","Vedtatt"
"Sløvågen","Gulen","Vestland","1","Bergen","https://kystinfofiler.kystverket.no/beredskap/Nodhavn/Vest/Placeofrefuge192.pdf","5.065352411095912","60.851146240134391","c282d7a0-61b4-497a-90bd-03a06b8262a9","192","Vedtatt"
"Nappsvågen","Gulen","Vestland","2","Bergen","https://kystinfofiler.kystverket.no/beredskap/Nodhavn/Vest/Placeofrefuge195.pdf","4.950898982741705","60.896197869665265","6e427a2f-b980-49e3-8501-f9ed8c09f2a4","195","Vedtatt"
"Slemmestadgrunnen","Asker","Akershus","2",,"https://kystinfofiler.kystverket.no/beredskap/Nodhavn/Sorost/Slemmestadgrunnen.pdf","10.526257667014395","59.786020574237824","d0d9938c-214e-4703-b9eb-20acd464041b","1062702","Vedtatt"
"Støaflaket","Asker","Akershus","1",,"https://kystinfofiler.kystverket.no/beredskap/Nodhavn/Sorost/Stoeaflaket.pdf","10.412668379686286","59.548168121619987","d28f2849-aca5-448b-b37a-ef8f105e5af9","1062803","Vedtatt"
"Halvorshavn Tankanlegg","Asker","Akershus","2",,"https://kystinfofiler.kystverket.no/beredskap/Nodhavn/Sorost/Halvorshavn Tankanlegg.pdf","10.618229684971752","59.583439354747028","c8f4b71b-a6e2-479b-abdb-c328f14e23bb","1062804","Vedtatt"
"Sirevåg","Hå","Rogaland","2","Sør-Rogaland","https://kystinfofiler.kystverket.no/beredskap/Nodhavn/Vest/Placeofrefuge152.pdf","5.788343805849348","58.505152521329123","d58a6565-47cb-4b15-a1d0-59bb45082afb","152","Vedtatt"
"Leirbukt","Sør-Varanger","Finnmark","2","Øst-Finnmark","https://kystinfofiler.kystverket.no/beredskap/Nodhavn/Finnmark/Leirbuktx.pdf","29.374999906362337","69.868333336227494","2ead34a5-aee0-48f7-8ebc-326957453f42","9","Vedtatt"
"Haugesund havn","Haugesund","Rogaland","2","Haugesund","https://kystinfofiler.kystverket.no/beredskap/Nodhavn/Vest/Placeofrefuge167.pdf","5.25733483720775","59.410188682517109","63e085ba-2460-4941-8958-9f7a1e0cbbb8","167","Vedtatt"
"Ølen","Vindafjord","Rogaland","1","Haugesund","https://kystinfofiler.kystverket.no/beredskap/Nodhavn/Vest/Placeofrefuge171.pdf","5.770329127553513","59.605263805965343","45c5537a-7ada-4abb-bf7a-9a58af67d253","171","Vedtatt"
"Hervikfjorden","Tysvær","Rogaland","1","Haugesund","https://kystinfofiler.kystverket.no/beredskap/Nodhavn/Vest/Placeofrefuge160.pdf","5.587735903710693","59.291773091649837","c55b2ee8-7f6f-459f-9c98-4cd0dd5be672","160","Vedtatt"
"Gandsfjorden","Sandnes","Rogaland","2","Sør-Rogaland","https://kystinfofiler.kystverket.no/beredskap/Nodhavn/Vest/Placeofrefuge156.pdf","5.747317003547713","58.870959342283562","d0ad97c4-bb04-47cc-ae27-28295a3173c1","156","Vedtatt"
"Breiviga","Strand","Rogaland","2","Sør-Rogaland","https://kystinfofiler.kystverket.no/beredskap/Nodhavn/Vest/Placeofrefuge158.pdf","5.904806712525489","59.089575190955493","aa02b0bf-2098-4c03-abb7-420a1086eea6","158","Vedtatt"
"Bøvågen","Karmøy","Rogaland","2","Haugesund","https://kystinfofiler.kystverket.no/beredskap/Nodhavn/Vest/Placeofrefuge166.pdf","5.286834431051465","59.361183570266029","735defba-144d-4dae-b6a1-c3257a4811d1","166","Vedtatt"
"Byggnes","Karmøy","Rogaland","2","Haugesund","https://kystinfofiler.kystverket.no/beredskap/Nodhavn/Vest/Placeofrefuge163.pdf","5.318263083575725","59.301252204257231","5dd70381-d201-4726-97d8-73362e84c9d8","163","Vedtatt"
"Strandvikflaket","Bjørnafjorden","Vestland","1","Bergen","https://kystinfofiler.kystverket.no/beredskap/Nodhavn/Vest/Placeofrefuge183.pdf","5.654982196038038","60.134115681698681","08999980-a313-485c-a610-3345bd5521f1","183","Vedtatt"
"Holmbukt","Sør-Varanger","Finnmark","2","Øst-Finnmark","https://kystinfofiler.kystverket.no/beredskap/Nodhavn/Finnmark/Holmbuktx.pdf","30.021666534976383","69.821666670845531","e039d78c-098e-41b9-93a3-5f1f04359f98","5","Vedtatt"
"Karlebotn","Nesseby","Finnmark","2","Øst-Finnmark","https://kystinfofiler.kystverket.no/beredskap/Nodhavn/Finnmark/Karlebotnx.pdf","28.621666607263514","70.116666668383687","42dad5bc-18b8-4e47-b542-c82fff20e0c6","10","Vedtatt"
"Veidnesbotn","Nesseby","Finnmark","2","Øst-Finnmark","https://kystinfofiler.kystverket.no/beredskap/Nodhavn/Finnmark/Veidnesbotnx.pdf","28.739999936312934","70.091666668529498","63d88833-d2b6-457a-97d8-48f279ba505a","11","Vedtatt"
"Svartnes","Vardø","Finnmark","2","Øst-Finnmark","https://kystinfofiler.kystverket.no/beredskap/Nodhavn/Finnmark/Svartnesx.pdf","31.044999809097824","70.36666667216268","a09b236e-fc32-4c5b-b1ce-015596f0b881","13","Vedtatt"
"Nordfjord","Båtsfjord","Finnmark","2","Øst-Finnmark","https://kystinfofiler.kystverket.no/beredskap/Nodhavn/Finnmark/Nordfjordx.pdf","30.148333214373856","70.540000003258257","8ef65267-af27-47dd-98d0-a22621fd57fb","14","Vedtatt"
"Båtsfjord","Båtsfjord","Finnmark","2","Øst-Finnmark","https://kystinfofiler.kystverket.no/beredskap/Nodhavn/Finnmark/Baatsfjordx.pdf","29.77333323703623","70.643333335897495","e8887bb7-a020-4b75-ba18-18fbeec9b04d","15","Vedtatt"
"Kongsfjord","Berlevåg","Finnmark","2","Øst-Finnmark","https://kystinfofiler.kystverket.no/beredskap/Nodhavn/Finnmark/Kongsfjordx.pdf","29.381666589118101","70.715000002025235","6828138c-f45a-4f76-bbac-6914ca44001f","16","Vedtatt"
"Tyfjord","Gamvik","Finnmark","2","Midt-Finnmark","https://kystinfofiler.kystverket.no/beredskap/Nodhavn/Finnmark/Tyfjordx.pdf","28.459999954192142","70.880000001139834","bef503d2-e952-4ee4-937d-27e6650815ba","17","Vedtatt"
"Rafjord","Gamvik","Finnmark","2","Midt-Finnmark","https://kystinfofiler.kystverket.no/beredskap/Nodhavn/Finnmark/Rafjordx.pdf","28.316666623706848","70.818333334417943","de8700f0-155b-4306-8a70-d1d553d654be","18","Vedtatt"
"Hopsfjord","Gamvik","Finnmark","1","Midt-Finnmark","https://kystinfofiler.kystverket.no/beredskap/Nodhavn/Finnmark/Hopsfjordx.pdf","28.186666626198566","70.766666667691183","4615d4a6-5727-43c6-b751-1636fbef3035","19","Vedtatt"
"Lille Skogfjord","Gamvik","Finnmark","2","Midt-Finnmark","https://kystinfofiler.kystverket.no/beredskap/Nodhavn/Finnmark/Lille_Skogfjordx.pdf","28.034999962773291","70.760000000945183","9d246a75-e990-470b-ab00-1a402210558d","20","Vedtatt"
"Store Skogfjord","Gamvik","Finnmark","2","Midt-Finnmark","https://kystinfofiler.kystverket.no/beredskap/Nodhavn/Finnmark/Store_Skogfjordx.pdf","27.848333300001741","70.780000000840559","36465480-7183-4db8-8362-2307d117001b","21","Vedtatt"
"Smalfjord","Tana","Finnmark","2","Øst-Finnmark","https://kystinfofiler.kystverket.no/beredskap/Nodhavn/Finnmark/Smalfjordx.pdf","28.084999959086293","70.463333334430317","af728282-8b7e-4bf1-bcea-83c549313f5c","23","Vedtatt"
"Steinfjord","Gamvik","Finnmark","2","Midt-Finnmark","https://kystinfofiler.kystverket.no/beredskap/Nodhavn/Finnmark/Steinfjordx.pdf","27.814999969249875","71.04833333406151","6cb7eef0-18cc-493f-b312-198b26253bef","25","Vedtatt"
"Oksefjord","Lebesby","Finnmark","1","Midt-Finnmark","https://kystinfofiler.kystverket.no/beredskap/Nodhavn/Finnmark/Oksefjordx.pdf","27.538333306844169","71.00500000063299","9e1633dd-cce0-4ef1-afa4-09751667fb88","26","Vedtatt"
"Kifjord","Lebesby","Finnmark","2","Midt-Finnmark","https://kystinfofiler.kystverket.no/beredskap/Nodhavn/Finnmark/Kifjordx.pdf","27.333333309174034","70.88333333392319","c076899e-66bc-4cbf-b726-ac182c6487cc","27","Vedtatt"
"Duksfjord","Nordkapp","Finnmark","2","Midt-Finnmark","https://kystinfofiler.kystverket.no/beredskap/Nodhavn/Finnmark/Duksfjordx.pdf","25.856666657447757","71.070000000208466","88db11bf-2aea-42f2-845a-d3946633946c","28","Vedtatt"
"Sarnesfjord","Nordkapp","Finnmark","1","Midt-Finnmark","https://kystinfofiler.kystverket.no/beredskap/Nodhavn/Finnmark/Sarnesfjordx.pdf","25.736666657981683","70.978333333531012","783d85d3-aa11-4096-afb9-c632f9570c9f","29","Vedtatt"
"Østre Lafjord","Nordkapp","Finnmark","2","Midt-Finnmark","https://kystinfofiler.kystverket.no/beredskap/Nodhavn/Finnmark/Ostre_Lafjordx.pdf","25.521666659017431","70.878333333502667","80a1cdd7-2aeb-4433-9e10-1ee8e929e3bd","30","Vedtatt"
"Vannfjorden","Nordkapp","Finnmark","2","Midt-Finnmark","https://kystinfofiler.kystverket.no/beredskap/Nodhavn/Finnmark/Vesterbotnx.pdf","25.471666659502571","71.026666666829271","da718ac7-5d86-4507-b9da-b8b2e503ee3e","33","Vedtatt"
"Ryggefjord - Østerbotn/Vesterbotn","Måsøy","Finnmark","2","Vest-Finnmark","https://kystinfofiler.kystverket.no/beredskap/Nodhavn/Finnmark/Osterbotten_Ryggefjordx.pdf","24.962392205278125","70.877343990673339","70d9192b-9eee-48a3-818d-8cf55c7d850b","34","Vedtatt"
"Grunnfjordbotn","Karlsøy","Troms","2","Midt- og Nord-Troms","https://kystinfofiler.kystverket.no/beredskap/Nodhavn/Troms/Grunnfjordbotnx.pdf","19.54666666663557","69.993333333335926","5d948d49-5717-4f56-8d49-31895b756b7a","11","Vedtatt"
"Burøysund","Karlsøy","Troms","2","Midt- og Nord-Troms","https://kystinfofiler.kystverket.no/beredskap/Nodhavn/Troms/Buroysundx.pdf","19.724999999963334","70.233333333338066","fde7614e-f2fe-4615-9e6b-c3ebc752141d","12","Vedtatt"
"Vannvåg (øst av)","Karlsøy","Troms","1","Midt- og Nord-Troms","https://kystinfofiler.kystverket.no/beredskap/Nodhavn/Troms/Vannvaagx.pdf","20.003333333300148","70.075","ab965334-aae1-489f-a725-4fb91c6d616f","13","Vedtatt"
"Kulfjord - Østerbotn/Vesterbotn","Måsøy","Finnmark","2","Vest-Finnmark","https://kystinfofiler.kystverket.no/beredskap/Nodhavn/Finnmark/Osterbotn_Kulfjordx.pdf","24.8787854327567","70.931686553995419","bfd0aea2-9c5f-4c6f-afe5-6077bc6fe692","36","Vedtatt"
"Sørhamn","Måsøy","Finnmark","2","Vest-Finnmark","https://kystinfofiler.kystverket.no/beredskap/Nodhavn/Finnmark/Sorhamnx.pdf","24.094999997350179","70.930000000055713","83a80ae5-f77f-4730-bb52-c475c00fc528","38","Vedtatt"
"Korsfjordbotn","Alta","Finnmark","2","Vest-Finnmark","https://kystinfofiler.kystverket.no/beredskap/Nodhavn/Finnmark/Korsfjordbotnx.pdf","23.484999998171983","70.241666666706109","cd628c21-809b-4c98-b3c2-22cb5488150d","43","Vedtatt"
"Skillefjord","Alta","Finnmark","2","Vest-Finnmark","https://kystinfofiler.kystverket.no/beredskap/Nodhavn/Finnmark/Skillefjordx.pdf","23.3583333316584","70.180000000032919","ac64c575-b222-4cc3-92b4-c875512f5391","44","Vedtatt"
"Bossekop","Alta","Finnmark","2","Vest-Finnmark","https://kystinfofiler.kystverket.no/beredskap/Nodhavn/Finnmark/Bossekopx.pdf","23.22833333180532","69.966666666695318","a8dd9ceb-aafe-4215-9286-fda4d5d71373","45","Vedtatt"
"Orkanger","Orkland","Trøndelag","2","Sør-Trøndelag","https://kystinfofiler.kystverket.no/beredskap/Nodhavn/MoreOgRomsdal/3163801_Orkanger.pdf","9.844999999415553","63.318333333444727","d983995f-cd5f-4bbe-b8e9-ac942999de1e","3163801","Vedtatt"
"Ytre Koven","Alta","Finnmark","2","Vest-Finnmark","https://kystinfofiler.kystverket.no/beredskap/Nodhavn/Finnmark/Ytre_Kovenx.pdf","22.916666665549684","70.158333333356367","f1622513-06cb-4b8b-aa5d-7d9f8863fe1b","46","Vedtatt"
"Sjåholmen","Hammerfest","Finnmark","2","Vest-Finnmark","https://kystinfofiler.kystverket.no/beredskap/Nodhavn/Finnmark/Sjaaholmenx.pdf","23.671666664639126","70.550000000040129","38ebe916-0585-41bb-907d-e41fccffd7cf","41","Vedtatt"
"Longvafjorden","Haram","Møre og Romsdal","2","Sunnmøre","https://kystinfofiler.kystverket.no/beredskap/Nodhavn/MoreOgRomsdal/3153401_Longvafjorden.pdf","6.260000004279353","62.659666700266364","241f57ac-f1de-41e7-a0c4-b1f19b4cda64","3153401","Vedtatt"
"Taknesbukta","Heim","Trøndelag","2","Nordmøre","https://kystinfofiler.kystverket.no/beredskap/Nodhavn/MoreOgRomsdal/3157101_Taknesbukta.pdf","8.35716666985585","63.14216670025931","9b889a18-5f1f-4a25-a3cd-c597f3d57c53","3157101","Vedtatt"
"Frænfjorden","Hustadvika","Møre og Romsdal","2","Romsdal","https://kystinfofiler.kystverket.no/beredskap/Nodhavn/MoreOgRomsdal/3154801_Fraenfjorden.pdf","7.128333332792521","62.844999999974441","2f69a592-3a85-47d9-a1bc-c5fae0ff0023","3154801","Vedtatt"
"Djupvik","Flekkefjord","Agder","1","Vest-Agder","https://kystinfofiler.kystverket.no/beredskap/Nodhavn/Sorost/Djupvik.pdf","6.665000003651611","58.261500000277451","aa45c483-f34f-4f5c-9f7c-9f8a87005cef","1100408","Vedtatt"
"Framnes syd","Sandefjord","Vestfold","3","Vestfold","https://kystinfofiler.kystverket.no/beredskap/Nodhavn/Sorost/Framnes syd.pdf","10.22916666672953","59.115333333338462","b7c25944-76ec-47b3-bec8-d00afed7f4e6","1070603","Vedtatt"
"Horten dypvannskai","Horten","Vestfold","3","Vestfold","https://kystinfofiler.kystverket.no/beredskap/Nodhavn/Sorost/Horten dypvannskai.pdf","10.49416666670068","59.414333333338917","6aadbc3f-f3f3-4918-88ad-ad306282ad47","1070104","Vedtatt"
"Hjelmevågen","Øygarden","Vestland","2","Bergen","https://kystinfofiler.kystverket.no/beredskap/Nodhavn/Vest/Placeofrefuge108.pdf","4.815597819779946","60.658155747422882","a9660bc0-202f-44fc-9639-7a675b918603","108","Vedtatt"
"Børøyfjorden","Bømlo","Vestland","1","Haugesund","https://kystinfofiler.kystverket.no/beredskap/Nodhavn/Vest/Placeofrefuge110.pdf","5.281779533196181","59.71535648017116","9d81faa6-b22d-43bb-b793-5013b431d251","110","Vedtatt"
"Skogsvågen","Øygarden","Vestland","2","Bergen","https://kystinfofiler.kystverket.no/beredskap/Nodhavn/Vest/Placeofrefuge109.pdf","5.092231604298408","60.28023987913555","3f6ee52a-7047-45d2-be21-067f7f369dce","109","Vedtatt"
"Åmøyfjorden","Stavanger","Rogaland","1","Sør-Rogaland","https://kystinfofiler.kystverket.no/beredskap/Nodhavn/Vest/Placeofrefuge155.pdf","5.726728408889667","59.02467342425728","90e93fb8-0104-4f2e-96b9-9d51e091f043","155","Vedtatt"
"Korsvikfjorden","Kristiansand","Agder","1","Midt-Agder","https://kystinfofiler.kystverket.no/beredskap/Nodhavn/Sorost/Korsvikfjorden.pdf","8.057328083111221","58.130503358450945","10a96b71-8040-4c1d-ac43-d89ab1fd1639","1100105","Vedtatt"
"Pusnes/Tromøysund","Arendal","Agder","3","Aust-Agder","https://kystinfofiler.kystverket.no/beredskap/Nodhavn/Sorost/Pusnes-Tromoeysund.pdf","8.788332126430269","58.460833869739545","58dfe95b-96e2-4a01-af20-e1ecc5cad91b","1090605","Vedtatt"
"Asvall NATO-kai","Bamble","Telemark","2","Telemark","https://kystinfofiler.kystverket.no/beredskap/Nodhavn/Sorost/Asvall NATO-kai.pdf","9.73198852722701","59.02817046594857","a0bf8e5e-db5d-4588-a55e-bcd01090b386","1081403","Vedtatt"
"Vestre Bolærne NATO-kai","Færder","Vestfold","3","Vestfold","https://kystinfofiler.kystverket.no/beredskap/Nodhavn/Sorost/Vestre Bolaerne NATO-kai.pdf","10.527222680821831","59.216204171591961","93320ac8-d654-4440-8ff6-1e18a8814063","1072301","Vedtatt"
"Stokkviken","Fredrikstad","Østfold","3","Østfold","https://kystinfofiler.kystverket.no/beredskap/Nodhavn/Sorost/Stokkviken.pdf","10.752000000033467","59.230166666671565","be7c54a1-db86-4af3-aa77-5418c0d1fd1f","1010602","Vedtatt"
"Krogstadleira","Råde","Østfold","3","Østfold","https://kystinfofiler.kystverket.no/beredskap/Nodhavn/Sorost/Krogstadleira.pdf","10.720833333355717","59.295666666664886","86144b5f-4ea1-415c-9870-eb3873e26cf3","1013501","Vedtatt"
"Indre Lokkarfjord","Alta","Finnmark","2","Vest-Finnmark","https://kystinfofiler.kystverket.no/beredskap/Nodhavn/Finnmark/Indre_Lokkarfjordx.pdf","22.614999999140679","70.213333333348388","b2a1d68f-8e1f-4623-bd7b-7f97e57e56d3","47","Vedtatt"
"Kjeøy","Flekkefjord","Agder","1","Vest-Agder","https://kystinfofiler.kystverket.no/beredskap/Nodhavn/Sorost/Kjeoey.pdf","6.666653237372528","58.25500170894496","09e78fb2-0efc-4d6d-a4ec-bb2165f55770","1100406","Vedtatt"
"Agnholmen","Kvinesdal","Agder","3","Vest-Agder","https://kystinfofiler.kystverket.no/beredskap/Nodhavn/Sorost/Agnholmen.pdf","6.8411665881862","58.260500602941576","9a0f8fa1-a226-4ac2-9972-814ef653015c","1103701","Vedtatt"
"Øye smelteverk / Eramet","Kvinesdal","Agder","2","Vest-Agder","https://kystinfofiler.kystverket.no/beredskap/Nodhavn/Sorost/Oeye Smelteverk-Eramet.pdf","6.886223024272309","58.275049857085612","9a220232-82b2-4dd3-af3d-01c743da31d3","1103702","Vedtatt"
"Skarvøyflaket","Farsund","Agder","2","Vest-Agder","https://kystinfofiler.kystverket.no/beredskap/Nodhavn/Sorost/Skarvoeyflaket.pdf","6.890009195548107","58.058005938693846","3934f7aa-f839-44dd-aa4d-c880d2b558d6","1100301","Vedtatt"
"Dypvannskaia","Farsund","Agder","2","Vest-Agder","https://kystinfofiler.kystverket.no/beredskap/Nodhavn/Sorost/Dypvannskaia-Farsund.pdf","6.794572854978587","58.084878290321058","f226817f-57f0-4de1-bbfc-43e18d0de8fe","1100302","Vedtatt"
"Hausvig","Lyngdal","Agder","3","Vest-Agder","https://kystinfofiler.kystverket.no/beredskap/Nodhavn/Sorost/Hausvig.pdf","6.982126128010282","58.049908102993491","28a2ea87-acbb-49a0-a792-6a5818b64207","1103203","Vedtatt"
"Båly/Njervefjorden - Kai","Lindesnes","Agder","3","Vest-Agder","https://kystinfofiler.kystverket.no/beredskap/Nodhavn/Sorost/Baaly-Njervefjorden.pdf","7.152841496287207","58.039801131604065","65023253-9c1a-4308-afcf-b4a2075e20e0","1102901","Vedtatt"
"Hannevigbukta","Kristiansand","Agder","1","Midt-Agder","https://kystinfofiler.kystverket.no/beredskap/Nodhavn/Sorost/Hannevigbukta.pdf","7.985833334303482","58.133333333400294","6c445d3d-2c6d-4fcd-9794-e26fc7e025ce","1100102","Vedtatt"
"Olderfjord - Seiland","Alta","Finnmark","2","Vest-Finnmark","https://kystinfofiler.kystverket.no/beredskap/Nodhavn/Finnmark/Olderfjord_Seilandx.pdf","23.434999998290035","70.391666666699891","0eb19966-dcb8-4372-86c4-22d0b3b92ede","48","Vedtatt"
"Kongsgård kai 35","Kristiansand","Agder","2","Midt-Agder","https://kystinfofiler.kystverket.no/beredskap/Nodhavn/Sorost/Kongsgaard kai 35.pdf","8.035333634205614","58.156666440930316","a06d5cbb-3fcb-4642-8936-d0b5629b51a0","1100103","Vedtatt"
"Kokkenes","Lillesand","Agder","3","Midt-Agder","https://kystinfofiler.kystverket.no/beredskap/Nodhavn/Sorost/Kokkenes.pdf","8.383333506886862","58.246667070549428","394c5fe7-4acf-4801-abaa-e483fc3e0f12","1092601","Vedtatt"
